index,IPA Transcription,Gloss,Translation,Word
4656,àpɾí jápíjɔ̀ kúkùŋú ɔ́ɾɛ́ nd̪ɔ̀bà,,the boy will make Kuku carry the baby tomorrow,
4657,kúkù ŋgápínìjɔ̀ ɔ́ɾɛ́ nd̪ɔ̀bǎ,,Kuku will be made to carry the baby tomorrow OR Kuku will be made to be carried by the baby tomorrow,
4658,kúkù ŋgápínìjɔ̀ ɔ́ɾɛ́ nd̪ɔ̀bà,,Kuku will be made to carry the baby tomorrow OR Kuku will be made to be carried by the baby tomorrow,
4659,àn ɔ́ndè káɾɔ́gɛ́ ùɾnɔ̌ ŋgá ápɾí íjà? ,,What did grandfather say the boy will eat?,
4660,àn ɔ́ndì káɾɔ́gɛ́ ùɾnɔ́ ŋgá ápɾí íjà?,,What did grandfather say the boy will eat?,
4661,(you can say) àn ɔ́ndì káɾɔ́gɛ́ úɾnɔ̀ t̪á ŋgá ápɾí íjà?,,(you can say) what did grandfather say the boy will eat?,
4662,àn ɔ́ndì káɾɔ́gɛ́ ùɾnɔ́ t̪á ŋgá ápɾí íjà?,,what did grandfather say the boy will eat?,
4663,àn ɔ́ndì káɾɔ́gɛ́ ùɾnɔ̀ t̪á ŋgá ápɾí íjà?,,what did grandfather say the boy will eat?,
4664,ùɾnɔ̀ káɾɔ́ àpɾí jájà ɔ́ndì,,grandfather said the boy will eat what?,
4665,ùɾnɔ̀ káɾɔ́ t̪á àpɾí jájà ɔ́ndì,,"(or you can say) grandfather said ""the boy will eat what?""",
4666,(you can say) àn ðáŋàlá (or) àn ðáŋàl,(you can say) FOC Clð.sheep (or) FOC Clð..sheep-ACC,(you can say) it's the sheep (or) it's the sheep,
4667,(you can say) àn ɛ́ðɛ̀,,(you can say) it's meat,
4668,ùɾnɔ̀ kàɾɔ́ àn ɔ́ndì ká ápɾí íjà,,what did grandfather say the boy will eat?,
4669,ùɾnɔ̀ kàɾɔ́ t̪á àn ɔ́ndì ká ápɾí íjà,,"grandfather said ""the boy will eat what?""",
4670,ùɾnɔ̀ kɛ̀lɪ̀ŋ̞ɪ̀t̪ɔ́ ɔ́ɾá ŋgájà ðàŋàlà ɖɛ̀,,the grandfather knows the child will not eat the sheep,
4671,ùɾnɔ̀ kɛ̀lɪ̀ŋɪ̀t̪ɔ́...kɛ̀lɛ̀ŋɛ̀t̪ɔ́ ɔ́ɾá ŋgájà ðàŋàlà ɖɛ̀,,the grandfather knows the child will not eat the sheep,
4672,(it's) ùɾnɔ̀ kɛ̀lɛ̀ŋɛ̀t̪ɔ́ ɔ́ɾá ŋgájà ðàŋàlà ɖɛ̀,,(it's) the grandfather knows the child will not eat the sheep,
4673,ùɾnɔ̀ kɛ̀lɛ̀ŋɛ̀t̪ɔ́ ɖɛ́ ɔ́ɾá ŋgájà ðàŋàlà,,the grandfather does not know if the child will eat the sheep,
4674,ùɾnɔ̀ kɛ̀lɛ̀ŋɪ̀t̪ɔ́ ɖɛ́ ɔ́ɾá ŋgájà ðàŋàlà,,the grandfather does not know if the child will eat the sheep,
4675,(so) ùɾnɔ̀ kɛ̀lɛ̀ŋɪ̀t̪ɔ́ ɖɛ́ àn ɔ́ɾá kìjá ðàŋàlà,,(so) the grandfather doesn't know it's the boy who ate the sheep,
4676,(ùɾɔ̀...) ùɾnɔ̀ kɛ̀lɛ̀ŋɪ̀t̪ɔ́ ɖɛ́ àn ɔ́ɾá kìjá ðàŋàlà,,grandfather doesn't know it's the child who will eat the mutton,
4677,ɔ́ɾá kìjá,,the kid will eat,
4678,àn ɔ́ɾá kíjá ðáŋàlà,,it's the kid who will eat the meat,
4679,ɔ́ɾá ŋgádìnɔ̀ nd̪ɔ̀bà,,the baby will be held tomorrow,ɔ́ɾá ŋgá-ád-ìn-ɔ̀ nd̪ɔ̀bà
4680,ŋgádɔ̀ŋnɔ̀ ɔ́ɾɛ́,,he will hold the baby,ŋgádɔ̀ŋnɔ̀ ɔ́ɾ-ɛ́
4681,ɜdi,,hold,ɜdi
4682,ɔ́ɾá ŋgápínɔ̀ nd̪ɔ̀bà,,the baby will be carried tomorrow,ɔ́ɾá ŋgá-áp-ínɔ̀ nd̪ɔ̀bà
4683,kúkù ŋgápínò nd̪ɔ̀bà,,Kuku will be carried tomorrow,kúkù ŋgá-áp-ín-ò nd̪ɔ̀bà
4684,*kúkù ŋgápínò ɔ́ɾɛ́ nd̪ɔ̀bà,,INTENDED: Kuku will be made to carry the baby tomorrow,*kúkù ŋgá-áp-ín-ò ɔ́ɾ-ɛ́ nd̪ɔ̀bà
4685,ŋgápɔ́ ɔ́ɾɛ́ nd̪ɔ̀bà,,he will bring the baby tomorrow,ŋgá-ápɔ́ ɔ́ɾ-ɛ́ nd̪ɔ̀bà
4686,ɔ́ɾá ŋgápìnó nd̪ɔ̀bà,,the child will be brought tomorrow,ɔ́ɾá ŋgá-áp-ìn-ó nd̪ɔ̀bà
4687,àpɾí jâpìnjí kúkùŋ ɔ́ɾɛ́ nd̪ɔ̀bà,,the boy will make the baby bring Kuku tomorrow,
4688,Kuku will be made to bring the baby tomorrow,,,
4689,Kuku will be made to be carried by the baby tomorrow,,,
4690,ŋgâpɔ́ ɔ́ɾɛ́ nd̪ɔ̀bà,,he will bring the baby tomorrow,
4691,ɔ́ɾá ŋgâpìnɔ́ nd̪ɔ̀bà,,the baby will be carried here tomorrow,
4692,ɔ́ɾá ŋgápínɔ̀,,the baby will be carried away,
4693,àpɾí jápíjɔ̀ kúkùŋ ɔ́ɾɛ́ nd̪ɔ̀bà,,the boy will make Kuku carry the baby away tomorrow,
4694,àpɾí jápìjí kúkùŋ ɔ́ɾɛ́ nd̪ɔ̀bà,, the boy will make Kuku bring the baby tomorrow,
4695,kúkùŋ ŋgálàpìjí ɔ́ɾɛ́ nd̪̞ɔ̀bà,,Kuku will be made to bring the baby tomorrow,
4696,kúkùŋ ŋgápìnjí ɔ́ɾɛ́ nd̪̞ɔ̀bà,,Kuku will be made to bring the baby tomorrow,
4697,kúkùŋ ŋgálàpìnjí ɔ́ɾɛ́ nd̪̞ɔ̀bǎ,,Kuku will be made to be carried by the child,
4698,kúkùŋ ŋgálàpìnjí ɔ́ɾɛ́ nd̪̞ɔ̀bà,,Kuku will be made to be carried by the child,
4699,ùɾnɔ̀ kɛ̀ɽðɔ́ àn ɔ́ɟɔ́ kɛ́líjàl nd̪ɔ̀bà,,grandfather asked who will eat it tomorrow,
4700,(you can say) ùɾnɔ̀ kɛ̀ɽɛ̀ðɔ́ t̪á àn ɔ́ɟɔ́ kɛ́líjàl nd̪ɔ̀bà,,(you can say) grandfather asked who will eat it tomorrow,
4701,ùɾnɔ̀ kɛ̀ɽɛ̀ðɔ́ t̪á àn ɔ́ɟɔ́ kíjǎ ŋɔ́mɔ̀ nd̪ɔ̀bà,,grandfather asked who will eat the food tomorrow,
4702,ùɾnɔ̀ kɛ̀ɽðɪ̀ðɔ́ t̪á àn ɔ́ɟɔ́ kíjà ŋɔ̀mɔ̀ nd̪ɔ̀bà,Clg.grandfather Clg-ask-ANTIP-FV QUOT FOC who CLg-eat Clŋ.food tomorrow,grandfather asked who will eat the food tomorrow,ùɾnɔ̀ k-ɛ̀ɽð-ɪ̀ð-ɔ́ t̪á àn ɔ́ɟɔ́ kí-jà ŋɔ̀mɔ̀ nd̪ɔ̀bà
4703,ùɾnɔ̀ kɛ̀ɽðɪ̀ðɔ́ t̪á àn ɔ́ɟɔ́ kɛ́líjàl nd̪ɔ̀bà,Clg.grandfather Clg-ask-ANTIP-FV QUOT FOC who CLg-PL-eat-PL Clŋ.food tomorrow,grandfather asked who will eat the food tomorrow,ùɾnɔ̀ k-ɛ̀ɽð-ɪ̀ð-ɔ́ t̪á àn ɔ́ɟɔ́ kí-lì-jà ŋɔ̀mɔ̀ nd̪ɔ̀bà
4704,(yeah) ùɾnɔ̀ kɛ̀ɽðɪ̀ðɔ́ àn ɔ́ɟɔ́ kíjà ŋɔ̀mɔ̀ nd̪ɔ̀bà,,(yeah) grandfather asked who will eat the food tomorrow,
4705,ŋɔ̀mɔ̀ ŋɪ̀tʃə̀lò,,the food is good,
4706,ŋɔ̀mɔ̀ àn ɔ́ɟɔ́ kíjɔ̀l,,"the food, who ate it?",
4707,ŋɔ̀mɔ̀ ŋìjɔ́l ɔ́ɟɔ̀,,"the food, who ate it?",
4708,kɛ̀ɽðɔ́ (and) kɛ̀ɽðɪ̀ðɔ́,Clg-ask-FV (and) Clg-ask-ANTIP-FV,asked (and) asked,k-ɛ̀ɽð-ɔ́ (and) k-ɛ̀ɽð-ɪ̀ð-ɔ́
4709,ùɾnɔ̀ kɛ̀ɽðɔ́ kúkùŋú àn ɔ́ɟɔ́ kíjà ŋɔ̀mɔ̀ nd̪ɔ̀bà,,grandfather asked Kuku who will eat the food tomorrow,
4710,ùɾnɔ̀ kɛ̀ɽðɔ́ kúkùŋú t̪á àn ɔ́ɟɔ́ kíjà ŋɔ̀mɔ̀ nd̪ɔ̀bà,,grandfather asked Kuku who will eat the food tomorrow,
4711,ùɾnɔ̀ kɛ̀ɽðɔ́ ŋɔ̀mɔ̀ ŋìjɔ́l ɔ́ɟɔ̀,,grandfather asked who will eat the food,
4712,(yeah) ùɾnɔ̀ kɛ̀ɽðɔ́ ŋɔ̀mɔ̀ ŋìjɔ́l ɔ́ɟɔ̀,,(yeah) grandfather asked who will eat the food,
4713,(or you can say) ùɾnɔ̀ kɛ̀ɽðɔ́ t̪á ŋɔ̀mɔ̀ ŋìjɔ́l ɔ́ɟɔ̀,,(or you can say) grandfather asked who will eat the food,
4714,ùɾnɔ̀ kɛ̀ɽðɔ́ kúkùŋú ŋɔ̀mɔ̀ ŋìjɔ́l ɔ́ɟɔ̀,,grandfather asked Kuku who will eat the meat,
4715,ùɾnɔ̀ kɛ̀ɽðɔ́ kúkùŋú tá ŋɔ̀mɔ̀ ŋìjɔ́l ɔ́ɟɔ̀,,grandfather asked Kuku who will eat the food,
4716,kúkù kìjɔ́ lɔ́mɔ̌ nɛ̀ ɛ̀ðɛ̀,,Kuku ate the bread and the meat,
4717,kúkù kìjɔ́ lɔ́mɔ̌ nɛ̀ ŋútʃɔ̌,,Kuku ate the bread and the soup,
4718,kúkù kìjɔ́ lɔ́mɔ̌ ŋùtʃɔ́ ŋɛ̀,,Kuku ate bread with soup,
4719,lɔ́mɔ̌ ŋùtʃɔ́ ŋɛ̀,,Kuku ate bread with soup,
4720,kúkù kìjɔ́ lɔ́mɔ̀ ŋùtʃɔ́ ŋɛ̀,,Kuku ate bread with soup,
4721,(yeah) àn lándě líjɔ́l kúkù?,,(yeah) what things did Kuku eat?,
4722,àn lándě líjɔ́l kúkù?,,what things did Kuku eat?,
4723,àn lɔ́mɔ̀ nɛ̀ ɛ̀ðɛ̀,,(it is) bread and meat,
4724,àn lɔ́mɔ̀ ŋá ɛ́ðɛ̀ jɛ̀,FOC Cll.breads ASSOC.PL Clj.meat Clj-with,(it's) bread with meat,àn lɔ́mɔ̀ ŋá ɛ́ðɛ̀ j-ɛ̀
4725,àn lɔ́mɔ̀ ɛ̀ðɛ̀ jɛ̀,FOC Cll.breads Clj.meat Clj-with,(it's) bread with meat,àn lɔ́mɔ̀ ɛ̀ðɛ̀ j-ɛ̀
4726,*àn lɔ́mɔ̌ nɛ̀ àn ɛ́ðɛ̀,,INTENDED: it's bread and meat,
4727,kìjɔ́ ŋɔ́mɔ̀ ʈàsà,,he ate every piece of bread,
4728,àn ŋɔ́mɔ̀ ʈàsà ŋíjɔ́l kúkǔ,,it's all the bread that Kuku ate,
4729,àn ŋɔ́mɔ̀ ŋíjɔ́l kúkǔ (it's also correct),,it's the breads Kuku ate (it's also correct),
4730,àn ŋɔ́mɔ̀ ʈàsà ŋíjɔ́l kúkǔ (that's correct),,it's all the bread Kuku ate (that's correct),
4731,ʈàsà,,every,
4732,ùnɛ̀ɾɛ́ àn lɔ́mɔ̀ líjɔ́ kúkù,,"yesterday, it's the bread Kuku ate",
4733,ùnɛ̀ɾɛ́ àn lɔ́mɔ̌ líjɔ́ kúkù,,"yesterday, it's the bread Kuku ate",
4734,(or) ùnɛ̀ɾɛ́ lɔ́mɔ̀ líjɔ́ kúkù (no),,INTENDED: it's yesterday Kuku ate the bread (no),
4735,àn lɔ́mɔ̀ líjɔ́ kúkù ùnɛ̀ɾɛ̀,,it's the bread Kuku ate yesterday,
4736,àn lɔ́mɔ̀ ùnɛ̀ɾɛ̀ líjɔ́ kúkù,,it's bread Kuku ate yesterday,
4737,lɔ́mɔ̀ líjɔ́ ùnɛ̀ɾɛ̀ kúkù,,"INTENDED: bread, yesterday Kuku ate it",
4738,ɛ̀ðɛ̀ jìtʃə̀lò,,"The vegetables (meat, prey) are good",
4739,r̀ðɛ̀ rìtʃə̀lò,,"The vegetables (meat, prey) are good",
4740,kárɔ́,,cart,
4741,kárɔ̀,,cart,
4742,kámàɽà,,friend,
4743,kámàɽàŋá,,friends,
4744,kámāɽā kìtʃə̀lò,,the friend is good,
4745,kámāɽāŋá lìtʃə̀lò,,the friends are good,
4746,kàmàɽá,,casual friend,
4747,èmáð,,close friend,
4748,lòrô,,red thorn tree,
4749,lòró lìtʃə̀lò,CLl.red.thorn.tree CLl-good,the red thorn tree is good,lòró lì-tʃə̀lò
4750,ŋòrô,,red thorn tree,
4751,ŋòró ŋìtʃə̀lò,CLŋ.red.thorn.trees CLŋ-good,the red thorn trees are good,ŋòró ŋì-tʃə̀lò
4752,lɔ́rɔ́ lìtʃə̀lò,,The back is good,
4753,ɽìt̪í,,palm tree,
4754,ɽìt̪í sìtʃə̀lò,,the palm tree is good,
4755,ɽìt̪ì sìtʃə̀lò,,the palm tree is good,
4756,ɲìt̪ì,,palm trees,
4757,ɲìt̪ì ɲìtʃə̀lò,,the palm trees are good,
4758,òló,,sieve,
4759,òló kìtʃə̀ló,,the sieve is good,
4760,lìdʒí lùdːɔ́ láɽá ùnɛ̀ɾɛ̀,,People blew out the candles yesterday,
4761,lùdːɔ́ lìd͡ʒí ùnɛ̀ɾɛ̀,,People blew it (candle) out yesterday,
4762,là líd͡ʒí údːɛ̀ ùnɛ̀ɾɛ̀,,People blew it (candle) out yesterday (and left),
4763,lá lídʒí údːɔ̀ nd̪ɔ̀bà,,Peopel will blow it (candle) out tomorrow,
4764,lá lídʒí údːɔ́ nd̪ɔ̀bà,,People will blow it (candle) out tomorrow (far),
4765,ùðɛ̀,,gazelle,
4766,ùðɛ̀ kìtʃə̀lò,,The gazelle is good,
4767,nùðɛ́ nìtʃə̀lò,,The gazelles are good,
4768,nùðɛ̀ nìtʃə̀lò,,The gazelles are good,
4769,nùðɛ̀,,gazelles,
4770,ə́rlɛ́ɲí ùðɛ̀,,chase the gazelle (away),
4771,ə́rlɛ́ɲí ùðɛ̀ t̪ɔ̀wɜ̀nì,,chase the gazelle (away) now,
4772,ə̀rlœ̀ɲɔ́ ùðɛ̀,,chase the gazelle (towards),
4773,ə̀rlœ̀ɲɔ́ ùðɛ̀ t̪ɔ̀wɜ̀nì,,chase the gazelle (towards) now,
4774,làŕlɛ̀ɲì ùðɛ̀ ùnɛ̀ɾɛ̀,,They chased the gazelle (away) yestarday,
4775,lr̀lɛ̀ɲí úðɛ̀ ùnɛ̀ɾɛ̀,,They chased the gazelle (towards) yesterday,
4776,lɛ̀rlɛ̀ɲí úðɛ̀ ùnɛ̀ɾɛ̀,,They chased the gazelle (towards) yesterday,
4777,láŕlœ̀ɲɔ̀ ùðɛ̀ nd̪ɔ̀bà,,They will chase the gazelle (away) tomorrow,
4778,lârlɛ̀ɲí úðɛ̀ nd̪ɔ̀bà,,They will chase the gazelle (towards) tomorrow,
4779,làðɛ́rlœ̀ɲɔ̀ ùðɛ̀ t̪ɔ̀wə̀nì ,,They are chasing the gazelle (away) now,
4780,làðɛ́rlɛ̀ɲí úðɛ̀ t̪ɔ̀wɜ̀nì,,They are chasing the gazelle (towards) now,
4781,ə́rdɔ́,,dance,
4782,ə́rdɔ́ ɲáŋgó,,dance ɲaŋgo,
4783,áβúðú ɲáŋgó ,,dance ɲaŋgo (here or away),
4784,áβúðú,,dance,
4785,áβúðú ɲáŋgò ,,dance ɲaŋgo (here or away),
4786,àβùðá ɲáŋgò,,dance ɲaŋgo (far or towards),
4787,làβùðú ɲáŋgò ùnɛ̀ɾɛ̀,,They danced ɲaŋgo yesterday,
4788,lǎβùðì ɲáŋgò ùnɛ̀ɾɛ̀,,They danced ɲàŋgò yesterday (and left),
4789,láβúðà ɲáŋgò nd̪ɔ̀bà,,They will dance ɲáŋgò tomorrow ,
4790,lâβùðú ɲáŋgò nd̪ɔ̀bà,,They will dance ɲáŋgò tomorrow (far),
4791,áβúðú t̪ɔ̀wɜ̀nì,,dance now,
4792,ə́rðɔ́,,dance,
4793,ə́rðɔ́ t̪ɔ̀wɜ̀nì,,dance now,
4794,ámúðɛ́,,Tira dance/ceremony,
4795,ámúðɛ́ kìtʃìlò,,ámúðɛ́ is fun,
4796,ə́rdɔ́ ámúðɛ́ t̪ɔ̀wɜ̀nì,,dance ámúðɛ́ now,
4797,ə̀rdá ámúðɛ́ t̪ɔ̀wɜ̀nì,,dance ámúðɛ́ now (far),
4798,lɛ̀rdɔ́ ámúðɛ́ ùnɛ̀ɾɛ̀,,They danced ámúðɛ́  yesterday,
4799,lǎrdì ámúðɛ́ ùnɛ̀ɾɛ̀,,They danced ámúðɛ́ yesterday (and left),
4800,lârdɔ́ ámúðɛ́ nd̪ɔ̀bà  ,,They will dance ámúðɛ́ tomorrow (far away),
4801,lárdà ámúðɛ́ nd̪ɔ̀bà  ,,They will dance ámúðɛ́ tomorrow,
4802,ùrɔ́,,climb,
4803,ùrɔ́ dùdɔ̀,,climb down (from a tree),
4804,ùrɔ́ t̪ɔ̀wɜ̀nì,,climb down now (towards; speaker is on the ground),
4805,ùrɔ́ ,,climb,
4806,úrú t̪ɔ̀wɜ̀nì,,climb down now (towards; speaker is also in the tree),
4807,lùrú ùnɛ̀ɾɛ̀,,They climbed down yesterday (speaker on the ground),
4808,làúɽì ùnɛ̀ɾɛ̀,,"They climbed down yesterday (away; speak was there, up in the tree)",
4809,láùɽù ùnɛ̀ɾɛ̀,,They climbed down yesterday (speaker on the ground),
4810,láùɽù nd̪ɔ̀bà,,They will climb down tomorrow (speak will be on the ground),
4811, láùɽɔ̀ nd̪ɔ̀bà,,They will climb down tomorrow (the speaker will be up on the ground),
4812,láúɽɔ̀ nd̪ɔ̀bà,,They will climb down tomorrow (the speaker will be up on the ground),
4813,làúrì ùnɛ̀ɾɛ̀,,"They climbed down yesterday (away; speak was there, up in the tree)",
4814,láùrù nd̪ɔ̀bà,,They will climb down tomorrow (speak will be on the ground),
4815,láúrɔ̀ nd̪ɔ̀bà,,They will climb down tomorrow (the speaker will be up on the ground),
4816,láùrú nd̪ɔ̀bà,,They will climb down tomorrow (the speaker will be up on the ground),
4817,ŋɛ́n,,dog,
4818,ŋɛ́n ŋɔ̌ɽà nd̪ɔ̀bà,,the dog will run tomorrow,
4819,ŋɛ́n ŋɔ̌ɽà ðúɽí ðɛ́ nd̪ɔ̀bà,,the dog will run with a stick tomorrow,
4820,ŋɛ́n ŋɔ̌ɽàt̪àǎ nɛ̀ lə̀vɛ́r nd̪ɔ̀bà,,the dog will run to the field tomorrow,
4821,úðɔ́ kìtʃə̀lò,,The breath is good,
4822,lùðó,,worms,
4823,lùðó lìtʃə̀lò,,The worms are good,
4824,luðó lìtʃə̀lò,,The worms are good,
4825,àɾò kìtʃə̀lò,,The brother is good,
4826,làɾò lìtʃə̀lò,,The brothers are good,
4827,âɾò kìtʃə̀lò,,The chicken is good,
4828,lâɾò lìtʃə̀lò,,The chickens are good,
4829,láró lìtʃə̀lò,,The rock is good,
4830,ŋáró ŋìtʃə̀lò,,The rocks are good,
4831,ùðɔ́ kìtʃə̀lò,,The worm is good,
4832,lə̀ðɔ́ lìtʃə̀lò,,The worms are good,
4833,pínɔ́ kɔ́ɾì,hit-PASS-TAMD LOC-water,swim!,p-ín-ɔ́ k-ɔ́ɾì
4834,pínɔ̂,,swim,
4835,pɔ́ ðùɽì,,hit the wood,
4836,pɔ̌ ðùɽì,,hit the wood (far),
4837,lə̀pɔ́ ðúɽì ùnɛ̀rɛ̀,,they hit the wood yesterday,
4838,lápɛ̀ ðùɽì ùnɛ̀rɛ̀,,they hit the wood yesterday(and left),
4839,lápɔ̀ ðùɽì nd̪òbà,,they will hit the wood tomorrow,
4840,lápɔ́ ðúɽì nd̪òbà,,they will hit the wood tomorrow(far),
4841,lápɔ̀ ðùɽì ŋóɽêŋɛ̀ nd̪òbà,,they will hit the wood tomorrow with an axe ,
4842,ŋóɽê,,axe,
4843,ŋóɽê ŋìtʃə̀lò,,the axe is good,
4844,ɲóɽê,,axes,
4845,ɲóɽê ɲìtʃə̀lò,,the axes are good,
4846,árðɔ́ t̪ɔ̀wə̀nì,,shave (s.o.) / cut hair now!,
4847,árðáŋə́nɔ́ t̪ɔ̀wə̀nì,,‘shave (yourself) / cut (your own) hair now!’,
4848,mɜ́ðínò,,‘shave yourself bald!’,
4849,mɜ́ðɔ́,,‘shave bald!’,
4850,àrðá írɔ̀	,,cut someone's hair (far),
4851,árðɔ́ írɔ̀,,cut someone's hair,
4852,árðát̪ɔ́ ìrɔ̀	,,cut his hair,
4853,árðát̪ɔ́ kúkùŋú írɔ̀,,cut Koko's hair,
4854,àrðá t̪ɔ̀wə̀nì,,shave (s.o.) / cut hair now! (far),
4855,làrðɔ́ írɔ́ ùnɛ̀rɛ̀	,,they cut hair yesterday,
4856,làrðɔ́ írɔ́ ùnɛ̀rɛ̀,,they cut hair ysterday,
4857,lárðɛ̀ ìrɔ́ ùnɛ̀rɛ̀,,they cut hair yesterday(and left),
4858,là árðɛ̀ ìrɔ́ ùnɛ̀rɛ̀,,they cut hair yesterday(and left),
4859,lárðà ìrɔ́ nd̪ɔ̀bà	,,they will cut hair tomorrow,
4860,lárðà ìrɔ́ nd̪ɔ̀bà,,they will cut hair tomorrow,
4861,lârðɔ́ írɔ́ nd̪ɔ̀bà	,,they will cut hair tomorrow(far),
4862,ámɔ́ŋnɔ́ ðɔ́là,,look after the animal,
4863,ámɔ́nɔ́ ðɔ́lá ,,look after animals,
4864,àmɔ̀nɔ́ ðɔ́là,,look after animals(domestic)(far),
4865,àmànɔ́ ðɔ́là,,look after animals(domestic)(far),
4866,làmànɔ́ ðɔ́lá ùnɛ̀rɛ̀,,they took care of the animals yesterday,
4867,làmɔ̀nɔ́ ðɔ́lá ùnɛ̀rɛ̀,,they took care of the animals yesterday,
4868,álkúrtʃì	,,money,
4869,lǎmànɛ̀ ðɔ́lá ùnɛ̀rɛ̀,,they took care of the animals(and left),
4870,lámɔ̀nɔ̀ ðɔ́lá nd̪ɔ̀bà	,,they will take care of the animals tomorrow,
4871,lâmɔ̀nɔ́ ðɔ́lá nd̪ɔ̀bà	,,they will take care of the animals tomorrow(far),
4872,ðɔ́lá ðìtʃə̀lò	,,the animal is good,
4873,ðɔ́lá ðìtʃə̀lò,,the animal is good,
4874,ɔ́lá kitʃə̀lò	,,animals are good,
4875,ɔ́lá kitʃə̀lò,,animals are good,
4876,rlánd̪ɔ́,,close,
4877,rlánd̪ɔ́ àór	,,close the door,
4878,ɛ́rlánd̪ɔ́ àór,,close the door,
4879,ɛ̀rlànd̪á àór,,close the door (far),
4880,rlànd̪á àór,,close the door (far),
4881,lə̀rlànd̪ɔ́ áór ùnɛ̀rɛ̀,,they closed the door yesterday,
4882,lɛ̀rlànd̪ɔ́ áór ùnɛ̀rɛ̀,,they closed the door yesterday,
4883,lɛ̀ə̀rlànd̪ɔ́ áór ùnɛ̀rɛ̀,,they closed the door yesterday,
4884,là ŕlànd̪ɛ̀ àór ùnɛ̀rɛ̀,,they closed the door yesterday(and left),
4885,lá ŕlànd̪à àór nd̪ɔ̀bà	,,they will close the door tomorrow,
4886,lá r̀lànd̪ɔ́ áór nd̪ɔ̀bà,,they will close the door tomorrow(far),
4887,àúr jìtʃə̀lò,,the door is good,
4888,nàúr nìtʃə̀lò,,the doors are good,
4889,kíðɔ́ lɔ̀ɲà,,open your mouth,
4890,kìðɔ́ lɔ̀ɲà,,open your mouth(far),
4891,lə̀kìðɔ́ ŋɔ́ɲà ùnɛ̀rɛ̀,,thy opened their mouths yesterday,
4892,là kíðɛ̀ ŋɔ̀ɲà ùnɛ̀rɛ̀,,they opened their mouths yesterday(and left),
4893,lá kíðɔ̀ ŋɔ̀ɲà nd̪ɔ̀bà,,they will open their mouths tomorrow,
4894,lâ kìðɔ́ ŋɔ́ɲà nd̪ɔ̀bà,,they will open their mouths tomorrow(far),
4895,lɔ̀ɲɔ̀ lìtʃə̀lò	,,the mouth is nice,
4896,ŋɔ̀ɲɔ̀ ŋìtʃə̀lò	,,the mouths are nice,
4897,ŋɔ̀ɲɔ̀ ŋìtʃə̀lò,,the mouths are nice,
4898,nɔ́ nɔ̀ŋnɔ̀ t̪ɔ̀wə̀nì	,,listen well/closely now,
4899,nǎ nɔ̀ŋnɔ̀ t̪ɔ̀wə̀nì	,,listen well now(far),
4900,nǎ nɔ̀ŋnɔ̀ t̪ɔ̀wə̀nì,,listen well now(far),
4901,lə̀nɔ́ nɔ́ŋnɔ̀ ùnɛ̀rɛ̀	,,they listened well yesterday,
4902,lá nɛ̀ nɔ̀ŋnɔ̀ ùnɛ̀rɛ̀	,,they listened well yesterday(and left),
4903,nɔ́ nɔ̀ŋnɔ̌,,listen well,
4904,nɔ́ nɔ̀ŋnɔ̀,,listen well,
4905,lá nà nɔ̀ŋnɔ̀ nd̪ɔ̀bà	,,they will listen well tomorrow,
4906,lâ nɔ́ nɔ́ŋnɔ̀ nd̪ɔ̀bà,,they will listen well tomorrow(far),
4907,t̪ɔ́ ŋíà	,,drink beer,
4908,t̪ɔ̌ ŋíà,,drink beer(far),
4909,t̪ɔ́ ŋíà,,drink beer(far),
4910,ŋìà	,,beer,
4911,ŋìà,,beer,
4912,ŋìà ŋìtʃə̀lò,,the beer is good,
4913,íŋgát̪ɔ̀ ŋìà t̪ɔ̀wə̀nì,,I am about to drink beer,
4914,káɾó áɡílà ɲáɡɛ́ ɔ̀bðí,,he said you are going to meet him tomorrow,
4915,ndɔ̀bà kə̀rdɔ́ ŋə́rt̪á ŋáŋàl lə́ŋitʃà     ,,"tomorrow, he has somethinɡ to tell you",
4916,"lâl ɔ̀bðà ɛ́lɔ́ àlè nd̪ɔ̀bà
",,they will meet god tomorrow,
4917,ŋɡíɲáɡɛ́ ɔ̀bðà nd̪ɔ̀bà,,I will meet her(Sharon) tomorrow,
4918,"kə̀rdɔ́ ɖíjɔ̀
",,he has a cow,
4919,"kə̀lɛ̀ŋìtʃáŋà ...
",,he told you something,
4920,kə̀lɛ̀ŋìtʃáà ŋə̀rt̪ǎ,,he told you something,
4921,ɛ̀lá írdɔ́ ŋə́rt̪á ŋáŋâl líŋtʃàlò,,"Come over, I have something to tell you",
4922,ɛ̀lá jə́rdɔ́ ŋə́rt̪á ŋâl líŋtʃàló,,"Come over, I have something to tell you",
4923,írdɔ́ ŋə́rt̪á ŋâl líŋtʃàlò,,I have something to tell you,
4924,"lɛ́ŋtʃí ŋə́rt̪á ŋínɛ̀
",,tell me something,
4925,lɛ́ŋtʃí ŋə́rt̪ɔ́,,tell me something,
4926,láŋà lɛ̀ŋtʃà ŋə̀rt̪ɔ́,,they will tell you something,
4927,láŋà lɛ̀ŋtʃà ŋə́rt̪ɔ̀ nd̪ɔ̀bà,,they will tell you something,
4928,ǎn kúkù káŋíŋí,,It's Kuku that I saw.,
4929,káŋíŋí,,,
4930,ǎn kúkù káŋíŋí ùnɛ̀rɛ̀,,It's Kuku that I saw yesterday.,
